Aeropuerto Base,Año,Pasajeros,latitude_deg,longitude_deg
LANZAROTE CÉSAR MANRIQUE,2022,7298856,28.945499,-13.6052
LANZAROTE CÉSAR MANRIQUE,2023,8160891,28.945499,-13.6052
LANZAROTE CÉSAR MANRIQUE,2024,8670357,28.945499,-13.6052
LANZAROTE CÉSAR MANRIQUE,2025,8890428,28.945499,-13.6052
LEÓN,2006,126521,42.590709,-5.653406
LEÓN,2007,161553,42.590709,-5.653406
LEÓN,2008,123103,42.590709,-5.653406
LEÓN,2009,95189,42.590709,-5.653406
LEÓN,2010,93373,42.590709,-5.653406
LEÓN,2011,85725,42.590709,-5.653406
LEÓN,2012,51061,42.590709,-5.653406
LEÓN,2013,30889,42.590709,-5.653406
LEÓN,2014,23131,42.590709,-5.653406
LEÓN,2015,38706,42.590709,-5.653406
LEÓN,2016,36499,42.590709,-5.653406
LEÓN,2017,44253,42.590709,-5.653406
LEÓN,2018,55753,42.590709,-5.653406
LEÓN,2019,65934,42.590709,-5.653406
LEÓN,2020,18600,42.590709,-5.653406
LEÓN,2021,28491,42.590709,-5.653406
LEÓN,2022,45037,42.590709,-5.653406
LEÓN,2023,63521,42.590709,-5.653406
LEÓN,2024,62115,42.590709,-5.653406
LEÓN,2025,74131,42.590709,-5.653406
MELILLA,2006,313543,35.2798,-2.95626
MELILLA,2007,339244,35.2798,-2.95626
MELILLA,2008,314643,35.2798,-2.95626
MELILLA,2009,293695,35.2798,-2.95626
MELILLA,2010,292608,35.2798,-2.95626
MELILLA,2011,286701,35.2798,-2.95626
MELILLA,2012,315850,35.2798,-2.95626
MELILLA,2013,289551,35.2798,-2.95626
MELILLA,2014,319529,35.2798,-2.95626
MELILLA,2015,317806,35.2798,-2.95626
MELILLA,2016,330116,35.2798,-2.95626
MELILLA,2017,324364,35.2798,-2.95626
MELILLA,2018,348123,35.2798,-2.95626
MELILLA,2019,434656,35.2798,-2.95626
MELILLA,2020,195636,35.2798,-2.95626
MELILLA,2021,332444,35.2798,-2.95626
MELILLA,2022,447450,35.2798,-2.95626
MELILLA,2023,501065,35.2798,-2.95626
MELILLA,2024,507987,35.2798,-2.95626
MELILLA,2025,532484,35.2798,-2.95626
MENORCA,2006,2664161,39.862598,4.21865
MENORCA,2007,2759178,39.862598,4.21865
MENORCA,2008,2596902,39.862598,4.21865
MENORCA,2009,2422348,39.862598,4.21865
MENORCA,2010,2496010,39.862598,4.21865
MENORCA,2011,2564882,39.862598,4.21865
MENORCA,2012,2533237,39.862598,4.21865
MENORCA,2013,2554677,39.862598,4.21865
MENORCA,2014,2623738,39.862598,4.21865
MENORCA,2015,2855084,39.862598,4.21865
MENORCA,2016,3171170,39.862598,4.21865
MENORCA,2017,3429052,39.862598,4.21865
MENORCA,2018,3434567,39.862598,4.21865
MENORCA,2019,3486091,39.862598,4.21865
MENORCA,2020,1076240,39.862598,4.21865
MENORCA,2021,2312391,39.862598,4.21865
MENORCA,2022,3895017,39.862598,4.21865
MENORCA,2023,4039470,39.862598,4.21865
MENORCA,2024,4166949,39.862598,4.21865
MENORCA,2025,4204108,39.862598,4.21865
MURCIA-SAN JAVIER,2006,1646077,37.775002,-0.812389
MURCIA-SAN JAVIER,2007,2002771,37.775002,-0.812389
MURCIA-SAN JAVIER,2008,1876132,37.775002,-0.812389
MURCIA-SAN JAVIER,2009,1630670,37.775002,-0.812389
MURCIA-SAN JAVIER,2010,1349539,37.775002,-0.812389
MURCIA-SAN JAVIER,2011,1262597,37.775002,-0.812389
MURCIA-SAN JAVIER,2012,1181782,37.775002,-0.812389
MURCIA-SAN JAVIER,2013,1140807,37.775002,-0.812389
MURCIA-SAN JAVIER,2014,1095447,37.775002,-0.812389
MURCIA-SAN JAVIER,2015,1067658,37.775002,-0.812389
MURCIA-SAN JAVIER,2016,1096666,37.775002,-0.812389
MURCIA-SAN JAVIER,2017,1196111,37.775002,-0.812389
MURCIA-SAN JAVIER,2018,1273514,37.775002,-0.812389
MURCIA-SAN JAVIER,2019,21563,37.775002,-0.812389
MÁLAGA-COSTA DEL SOL,2006,13033327,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2007,13560324,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2008,12767314,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2009,11585164,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2010,12015571,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2011,12781678,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2012,12549456,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2013,12897422,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2014,13723427,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2015,14382991,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2016,16640299,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2017,18596726,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2018,18982154,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2019,19823810,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2020,5137672,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2021,8853378,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2022,18424381,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2023,22310538,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2024,24893038,36.6749,-4.49911
MÁLAGA-COSTA DEL SOL,2025,26742166,36.6749,-4.49911
PALMA DE MALLORCA,2006,22393434,39.551701,2.73881
PALMA DE MALLORCA,2007,23214132,39.551701,2.73881
PALMA DE MALLORCA,2008,22818352,39.551701,2.73881
PALMA DE MALLORCA,2009,21195002,39.551701,2.73881
PALMA DE MALLORCA,2010,21106664,39.551701,2.73881
PALMA DE MALLORCA,2011,22714353,39.551701,2.73881
PALMA DE MALLORCA,2012,22653075,39.551701,2.73881
PALMA DE MALLORCA,2013,22758020,39.551701,2.73881
PALMA DE MALLORCA,2014,23104999,39.551701,2.73881
PALMA DE MALLORCA,2015,23735278,39.551701,2.73881
PALMA DE MALLORCA,2016,26246296,39.551701,2.73881
PALMA DE MALLORCA,2017,27964987,39.551701,2.73881
PALMA DE MALLORCA,2018,29074568,39.551701,2.73881
PALMA DE MALLORCA,2019,29715555,39.551701,2.73881
PALMA DE MALLORCA,2020,6106147,39.551701,2.73881
PALMA DE MALLORCA,2021,14491120,39.551701,2.73881
PALMA DE MALLORCA,2022,28563263,39.551701,2.73881
PALMA DE MALLORCA,2023,31098546,39.551701,2.73881
PALMA DE MALLORCA,2024,33288693,39.551701,2.73881
PALMA DE MALLORCA,2025,33796645,39.551701,2.73881
PAMPLONA,2006,375303,42.77,-1.64633
PAMPLONA,2007,499971,42.77,-1.64633
PAMPLONA,2008,434453,42.77,-1.64633
PAMPLONA,2009,335441,42.77,-1.64633
PAMPLONA,2010,291544,42.77,-1.64633
PAMPLONA,2011,238432,42.77,-1.64633
PAMPLONA,2012,190307,42.77,-1.64633
PAMPLONA,2013,159075,42.77,-1.64633
PAMPLONA,2014,138244,42.77,-1.64633
PAMPLONA,2015,148538,42.77,-1.64633
PAMPLONA,2016,153462,42.77,-1.64633
PAMPLONA,2017,165573,42.77,-1.64633
PAMPLONA,2018,205496,42.77,-1.64633
PAMPLONA,2019,243296,42.77,-1.64633
PAMPLONA,2020,84016,42.77,-1.64633
PAMPLONA,2021,112536,42.77,-1.64633
PAMPLONA,2022,172453,42.77,-1.64633
PAMPLONA,2023,197421,42.77,-1.64633
PAMPLONA,2024,220387,42.77,-1.64633
PAMPLONA,2025,233398,42.77,-1.64633
REUS,2006,1379316,41.147509,1.168354
REUS,2007,1305352,41.147509,1.168354
REUS,2008,1275956,41.147509,1.168354
REUS,2009,1702741,41.147509,1.168354
REUS,2010,1415570,41.147509,1.168354
REUS,2011,1357959,41.147509,1.168354
REUS,2012,931856,41.147509,1.168354
REUS,2013,969553,41.147509,1.168354
REUS,2014,849926,41.147509,1.168354
REUS,2015,703834,41.147509,1.168354
REUS,2016,816707,41.147509,1.168354
REUS,2017,1018378,41.147509,1.168354
REUS,2018,1036928,41.147509,1.168354
REUS,2019,1045193,41.147509,1.168354
REUS,2020,39090,41.147509,1.168354
REUS,2021,158295,41.147509,1.168354
REUS,2022,909905,41.147509,1.168354
REUS,2023,1041789,41.147509,1.168354
REUS,2024,1178730,41.147509,1.168354
REUS,2025,1334728,41.147509,1.168354
SAN SEBASTIÁN,2006,368001,43.356499,-1.79061
SAN SEBASTIÁN,2007,466454,43.356499,-1.79061
SAN SEBASTIÁN,2008,403189,43.356499,-1.79061
SAN SEBASTIÁN,2009,315294,43.356499,-1.79061
SAN SEBASTIÁN,2010,286055,43.356499,-1.79061
SAN SEBASTIÁN,2011,248023,43.356499,-1.79061
SAN SEBASTIÁN,2012,262351,43.356499,-1.79061
SAN SEBASTIÁN,2013,244998,43.356499,-1.79061
SAN SEBASTIÁN,2014,245024,43.356499,-1.79061
SAN SEBASTIÁN,2015,255073,43.356499,-1.79061
SAN SEBASTIÁN,2016,264404,43.356499,-1.79061
SAN SEBASTIÁN,2017,281859,43.356499,-1.79061
SAN SEBASTIÁN,2018,289440,43.356499,-1.79061
SAN SEBASTIÁN,2019,320440,43.356499,-1.79061
SAN SEBASTIÁN,2020,83869,43.356499,-1.79061
SAN SEBASTIÁN,2021,155329,43.356499,-1.79061
SAN SEBASTIÁN,2022,383579,43.356499,-1.79061
SAN SEBASTIÁN,2023,482656,43.356499,-1.79061
SAN SEBASTIÁN,2024,486493,43.356499,-1.79061
SAN SEBASTIÁN,2025,472666,43.356499,-1.79061
SANTIAGO-ROSALÍA DE CASTRO,2006,1961664,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2007,2012209,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2008,1878999,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2009,1928855,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2010,2158855,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2011,2452592,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2012,2189986,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2013,2070214,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2014,2079059,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2015,2292841,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2016,2509664,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2017,2643633,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2018,2724992,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2019,2901759,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2020,935025,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2021,1652868,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2022,3237585,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2023,3534124,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2024,3637812,42.896301,-8.41514
SANTIAGO-ROSALÍA DE CASTRO,2025,3119114,42.896301,-8.41514
SEVE BALLESTEROS-SANTANDER,2006,649300,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2007,761617,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2008,856605,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2009,957982,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2010,919526,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2011,1116398,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2012,1117329,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2013,973843,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2014,815418,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2015,875658,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2016,778132,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2017,936987,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2018,1102862,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2019,1174639,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2020,334956,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2021,503031,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2022,1101896,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2023,1241683,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2024,1094514,43.427101,-3.82001
SEVE BALLESTEROS-SANTANDER,2025,1069188,43.427101,-3.82001
SEVILLA,2006,3855060,37.417999,-5.89311
SEVILLA,2007,4490155,37.417999,-5.89311
SEVILLA,2008,4370225,37.417999,-5.89311
SEVILLA,2009,4041158,37.417999,-5.89311
SEVILLA,2010,4214757,37.417999,-5.89311
SEVILLA,2011,4944080,37.417999,-5.89311
SEVILLA,2012,4278214,37.417999,-5.89311
SEVILLA,2013,3677125,37.417999,-5.89311
SEVILLA,2014,3866055,37.417999,-5.89311
SEVILLA,2015,4289565,37.417999,-5.89311
SEVILLA,2016,4613356,37.417999,-5.89311
SEVILLA,2017,5091215,37.417999,-5.89311
SEVILLA,2018,6362057,37.417999,-5.89311
SEVILLA,2019,7521317,37.417999,-5.89311
SEVILLA,2020,2311015,37.417999,-5.89311
SEVILLA,2021,3440198,37.417999,-5.89311
SEVILLA,2022,6769675,37.417999,-5.89311
SEVILLA,2023,8061855,37.417999,-5.89311
SEVILLA,2024,9164015,37.417999,-5.89311
SEVILLA,2025,9674633,37.417999,-5.89311
TENERIFE NORTE-C. LA LAGUNA,2006,3985376,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2007,4124165,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2008,4232881,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2009,4051734,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2010,4048451,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2011,4093251,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2012,3717070,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2013,3523136,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2014,3628468,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2015,3810761,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2016,4213033,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2017,4702641,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2018,5483458,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2019,5837325,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2020,2794389,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2021,3839060,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2022,5565741,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2023,6119669,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2024,6765017,28.482752,-16.341707
TENERIFE NORTE-C. LA LAGUNA,2025,7174599,28.482752,-16.341707
TENERIFE SUR,2006,8543888,28.0445,-16.5725
TENERIFE SUR,2007,8340334,28.0445,-16.5725
TENERIFE SUR,2008,8063746,28.0445,-16.5725
TENERIFE SUR,2009,6962889,28.0445,-16.5725
TENERIFE SUR,2010,7240641,28.0445,-16.5725
TENERIFE SUR,2011,8551692,28.0445,-16.5725
TENERIFE SUR,2012,8397175,28.0445,-16.5725
TENERIFE SUR,2013,8594227,28.0445,-16.5725
TENERIFE SUR,2014,9084361,28.0445,-16.5725
TENERIFE SUR,2015,9030989,28.0445,-16.5725
TENERIFE SUR,2016,10370859,28.0445,-16.5725
TENERIFE SUR,2017,11145047,28.0445,-16.5725
TENERIFE SUR,2018,10959321,28.0445,-16.5725
TENERIFE SUR,2019,11092593,28.0445,-16.5725
TENERIFE SUR,2020,3356128,28.0445,-16.5725
TENERIFE SUR,2021,4542471,28.0445,-16.5725
TENERIFE SUR,2022,10737104,28.0445,-16.5725
TENERIFE SUR,2023,12252510,28.0445,-16.5725
TENERIFE SUR,2024,13671565,28.0445,-16.5725
TENERIFE SUR,2025,13910226,28.0445,-16.5725
VALENCIA,2006,4949338,39.489162,-0.480961
VALENCIA,2007,5916903,39.489162,-0.480961
VALENCIA,2008,5770060,39.489162,-0.480961
VALENCIA,2009,4734381,39.489162,-0.480961
VALENCIA,2010,4918809,39.489162,-0.480961
VALENCIA,2011,4969451,39.489162,-0.480961
VALENCIA,2012,4738557,39.489162,-0.480961
VALENCIA,2013,4612684,39.489162,-0.480961
VALENCIA,2014,4595477,39.489162,-0.480961
VALENCIA,2015,5049697,39.489162,-0.480961
VALENCIA,2016,5792759,39.489162,-0.480961
VALENCIA,2017,6737087,39.489162,-0.480961
VALENCIA,2018,7763510,39.489162,-0.480961
VALENCIA,2019,8527919,39.489162,-0.480961
VALENCIA,2020,2482980,39.489162,-0.480961
VALENCIA,2021,4075367,39.489162,-0.480961
VALENCIA,2022,8108344,39.489162,-0.480961
VALENCIA,2023,9939726,39.489162,-0.480961
VALENCIA,2024,10805418,39.489162,-0.480961
VALENCIA,2025,11839454,39.489162,-0.480961
VALLADOLID,2006,456796,41.7061,-4.85194
VALLADOLID,2007,512820,41.7061,-4.85194
VALLADOLID,2008,478956,41.7061,-4.85194
VALLADOLID,2009,365696,41.7061,-4.85194
VALLADOLID,2010,391642,41.7061,-4.85194
VALLADOLID,2011,460819,41.7061,-4.85194
VALLADOLID,2012,378094,41.7061,-4.85194
VALLADOLID,2013,260062,41.7061,-4.85194
VALLADOLID,2014,223274,41.7061,-4.85194
VALLADOLID,2015,218066,41.7061,-4.85194
VALLADOLID,2016,231700,41.7061,-4.85194
VALLADOLID,2017,227256,41.7061,-4.85194
VALLADOLID,2018,252966,41.7061,-4.85194
VALLADOLID,2019,249175,41.7061,-4.85194
VALLADOLID,2020,71839,41.7061,-4.85194
VALLADOLID,2021,102374,41.7061,-4.85194
VALLADOLID,2022,171826,41.7061,-4.85194
VALLADOLID,2023,211593,41.7061,-4.85194
VALLADOLID,2024,191531,41.7061,-4.85194
VALLADOLID,2025,87289,41.7061,-4.85194
VIGO,2006,1187598,42.2318,-8.62677
VIGO,2007,1405777,42.2318,-8.62677
VIGO,2008,1278575,42.2318,-8.62677
VIGO,2009,1103280,42.2318,-8.62677
VIGO,2010,1093206,42.2318,-8.62677
VIGO,2011,976057,42.2318,-8.62677
VIGO,2012,828715,42.2318,-8.62677
VIGO,2013,678710,42.2318,-8.62677
VIGO,2014,680181,42.2318,-8.62677
VIGO,2015,712474,42.2318,-8.62677
VIGO,2016,953472,42.2318,-8.62677
VIGO,2017,1064719,42.2318,-8.62677
VIGO,2018,1128638,42.2318,-8.62677
VIGO,2019,1011878,42.2318,-8.62677
VIGO,2020,303466,42.2318,-8.62677
VIGO,2021,549044,42.2318,-8.62677
VIGO,2022,952176,42.2318,-8.62677
VIGO,2023,1135611,42.2318,-8.62677
VIGO,2024,1058145,42.2318,-8.62677
VIGO,2025,1114245,42.2318,-8.62677
VITORIA,2006,173092,42.882801,-2.72447
VITORIA,2007,173211,42.882801,-2.72447
VITORIA,2008,67526,42.882801,-2.72447
VITORIA,2009,39886,42.882801,-2.72447
VITORIA,2010,41812,42.882801,-2.72447
VITORIA,2011,28015,42.882801,-2.72447
VITORIA,2012,24108,42.882801,-2.72447
VITORIA,2013,6775,42.882801,-2.72447
VITORIA,2014,7064,42.882801,-2.72447
VITORIA,2015,11164,42.882801,-2.72447
VITORIA,2016,36643,42.882801,-2.72447
VITORIA,2017,82464,42.882801,-2.72447
VITORIA,2018,140901,42.882801,-2.72447
VITORIA,2019,173610,42.882801,-2.72447
VITORIA,2020,43374,42.882801,-2.72447
VITORIA,2021,128338,42.882801,-2.72447
VITORIA,2022,235095,42.882801,-2.72447
VITORIA,2023,309848,42.882801,-2.72447
VITORIA,2024,263365,42.882801,-2.72447
VITORIA,2025,306912,42.882801,-2.72447
ZARAGOZA,2006,432861,41.666199,-1.04155
ZARAGOZA,2007,511088,41.666199,-1.04155
ZARAGOZA,2008,594330,41.666199,-1.04155
ZARAGOZA,2009,527918,41.666199,-1.04155
ZARAGOZA,2010,604528,41.666199,-1.04155
ZARAGOZA,2011,751096,41.666199,-1.04155
ZARAGOZA,2012,550888,41.666199,-1.04155
ZARAGOZA,2013,457476,41.666199,-1.04155
ZARAGOZA,2014,418372,41.666199,-1.04155
ZARAGOZA,2015,423702,41.666199,-1.04155
ZARAGOZA,2016,419387,41.666199,-1.04155
ZARAGOZA,2017,437923,41.666199,-1.04155
ZARAGOZA,2018,488623,41.666199,-1.04155
ZARAGOZA,2019,467229,41.666199,-1.04155
ZARAGOZA,2020,171558,41.666199,-1.04155
ZARAGOZA,2021,278351,41.666199,-1.04155
ZARAGOZA,2022,627618,41.666199,-1.04155
ZARAGOZA,2023,685662,41.666199,-1.04155
ZARAGOZA,2024,692905,41.666199,-1.04155
ZARAGOZA,2025,706758,41.666199,-1.04155
