Año,Grupo Compañía,Pasillo,Fabricante,Pasajeros
2015,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1457852
2015,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,4522585
2015,AIR FRANCE-KLM GROUP,Pasillo único,Otros,362872
2015,AIRBERLIN GROUP,Doble pasillo,Airbus,680003
2015,AIRBERLIN GROUP,Doble pasillo,Boeing,2883
2015,AIRBERLIN GROUP,Pasillo único,Airbus,6476213
2015,AIRBERLIN GROUP,Pasillo único,Boeing,2475050
2015,AIRBERLIN GROUP,Pasillo único,Otros,78162
2015,BINTER CANARIAS,Pasillo único,Boeing,123
2015,BINTER CANARIAS,Pasillo único,Otros,5249711
2015,EASYJET,Pasillo único,Airbus,12771367
2015,EASYJET,Pasillo único,Boeing,68130
2015,EASYJET,Pasillo único,Otros,26718
2015,GRUPO IBERIA,Doble pasillo,Airbus,4444040
2015,GRUPO IBERIA,Doble pasillo,Boeing,3645
2015,GRUPO IBERIA,Pasillo único,Airbus,17396678
2015,GRUPO IBERIA,Pasillo único,Otros,7166028
2015,LUFTHANSA GROUP,Doble pasillo,Airbus,9299
2015,LUFTHANSA GROUP,Doble pasillo,Boeing,324
2015,LUFTHANSA GROUP,Pasillo único,Airbus,8157188
2015,LUFTHANSA GROUP,Pasillo único,Boeing,11112
2015,LUFTHANSA GROUP,Pasillo único,Otros,278939
2015,RYANAIR GROUP,Doble pasillo,Airbus,351
2015,RYANAIR GROUP,Pasillo único,Airbus,510143
2015,RYANAIR GROUP,Pasillo único,Boeing,34622713
2015,RYANAIR GROUP,Pasillo único,Otros,22652
2015,TUI GROUP,Doble pasillo,Airbus,6234
2015,TUI GROUP,Doble pasillo,Boeing,500331
2015,TUI GROUP,Pasillo único,Airbus,6645
2015,TUI GROUP,Pasillo único,Boeing,8131364
2015,TUI GROUP,Pasillo único,Otros,254653
2015,"VUELING AIRLINES, S.A.",Doble pasillo,Airbus,1028
2015,"VUELING AIRLINES, S.A.",Doble pasillo,Boeing,16968
2015,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,29483185
2015,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,37942
2015,"VUELING AIRLINES, S.A.",Pasillo único,Otros,33483
2016,AIR EUROPA,Doble pasillo,Airbus,3512681
2016,AIR EUROPA,Doble pasillo,Boeing,299279
2016,AIR EUROPA,Pasillo único,Airbus,2055
2016,AIR EUROPA,Pasillo único,Boeing,7611708
2016,AIR EUROPA,Pasillo único,Otros,4754641
2016,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,1455
2016,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,2488
2016,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1399047
2016,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,5532162
2016,AIR FRANCE-KLM GROUP,Pasillo único,Otros,347972
2016,AIRBERLIN GROUP,Doble pasillo,Airbus,75556
2016,AIRBERLIN GROUP,Doble pasillo,Boeing,880
2016,AIRBERLIN GROUP,Pasillo único,Airbus,6968107
2016,AIRBERLIN GROUP,Pasillo único,Boeing,1340451
2016,AIRBERLIN GROUP,Pasillo único,Otros,61362
2016,BINTER CANARIAS,Pasillo único,Airbus,100
2016,BINTER CANARIAS,Pasillo único,Otros,5322751
2016,EASYJET,Doble pasillo,Boeing,750
2016,EASYJET,Pasillo único,Airbus,13825295
2016,EASYJET,Pasillo único,Boeing,357
2016,EASYJET,Pasillo único,Otros,28581
2016,GRUPO IBERIA,Doble pasillo,Airbus,4785762
2016,GRUPO IBERIA,Pasillo único,Airbus,19440543
2016,GRUPO IBERIA,Pasillo único,Boeing,638
2016,GRUPO IBERIA,Pasillo único,Otros,7538573
2016,LUFTHANSA GROUP,Doble pasillo,Airbus,12961
2016,LUFTHANSA GROUP,Doble pasillo,Boeing,7505
2016,LUFTHANSA GROUP,Pasillo único,Airbus,8787894
2016,LUFTHANSA GROUP,Pasillo único,Boeing,161927
2016,LUFTHANSA GROUP,Pasillo único,Otros,177874
2016,RYANAIR GROUP,Pasillo único,Airbus,324
2016,RYANAIR GROUP,Pasillo único,Boeing,39843331
2016,RYANAIR GROUP,Pasillo único,Otros,9556
2016,TUI GROUP,Doble pasillo,Airbus,9059
2016,TUI GROUP,Doble pasillo,Boeing,726487
2016,TUI GROUP,Pasillo único,Airbus,59548
2016,TUI GROUP,Pasillo único,Boeing,9592263
2016,TUI GROUP,Pasillo único,Otros,234723
2016,"VUELING AIRLINES, S.A.",Doble pasillo,Airbus,55291
2016,"VUELING AIRLINES, S.A.",Doble pasillo,Boeing,94888
2016,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,32006153
2016,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,33833
2016,"VUELING AIRLINES, S.A.",Pasillo único,Otros,42758
2017,AIR EUROPA,Doble pasillo,Airbus,2633196
2017,AIR EUROPA,Doble pasillo,Boeing,1266868
2017,AIR EUROPA,Pasillo único,Airbus,2014
2017,AIR EUROPA,Pasillo único,Boeing,6995673
2017,AIR EUROPA,Pasillo único,Otros,4755325
2017,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,2048
2017,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1488821
2017,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,6256834
2017,AIR FRANCE-KLM GROUP,Pasillo único,Otros,315870
2017,AIRBERLIN GROUP,Doble pasillo,Airbus,13887
2017,AIRBERLIN GROUP,Doble pasillo,Boeing,4529
2017,AIRBERLIN GROUP,Pasillo único,Airbus,3633015
2017,AIRBERLIN GROUP,Pasillo único,Boeing,2399947
2017,AIRBERLIN GROUP,Pasillo único,Otros,16673
2017,BINTER CANARIAS,Pasillo único,Airbus,51
2017,BINTER CANARIAS,Pasillo único,Otros,6147023
2017,EASYJET,Pasillo único,Airbus,15413111
2017,EASYJET,Pasillo único,Boeing,7692
2017,EASYJET,Pasillo único,Otros,5628
2017,GRUPO IBERIA,Doble pasillo,Airbus,4975306
2017,GRUPO IBERIA,Pasillo único,Airbus,21024051
2017,GRUPO IBERIA,Pasillo único,Otros,7783114
2017,LUFTHANSA GROUP,Doble pasillo,Airbus,83816
2017,LUFTHANSA GROUP,Doble pasillo,Boeing,2192
2017,LUFTHANSA GROUP,Pasillo único,Airbus,10234302
2017,LUFTHANSA GROUP,Pasillo único,Boeing,176114
2017,LUFTHANSA GROUP,Pasillo único,Otros,258740
2017,RYANAIR GROUP,Doble pasillo,Boeing,354
2017,RYANAIR GROUP,Pasillo único,Airbus,720
2017,RYANAIR GROUP,Pasillo único,Boeing,44017006
2017,RYANAIR GROUP,Pasillo único,Otros,3501
2017,TUI GROUP,Doble pasillo,Airbus,39689
2017,TUI GROUP,Doble pasillo,Boeing,746267
2017,TUI GROUP,Pasillo único,Airbus,109960
2017,TUI GROUP,Pasillo único,Boeing,9748063
2017,TUI GROUP,Pasillo único,Otros,352664
2017,"VUELING AIRLINES, S.A.",Doble pasillo,Boeing,6194
2017,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,34651203
2017,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,72136
2017,"VUELING AIRLINES, S.A.",Pasillo único,Otros,69579
2018,AIR EUROPA,Doble pasillo,Airbus,2728353
2018,AIR EUROPA,Doble pasillo,Boeing,1773699
2018,AIR EUROPA,Pasillo único,Airbus,1017
2018,AIR EUROPA,Pasillo único,Boeing,7206872
2018,AIR EUROPA,Pasillo único,Otros,5648281
2018,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,417
2018,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,669
2018,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1446365
2018,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,6417457
2018,AIR FRANCE-KLM GROUP,Pasillo único,Otros,308652
2018,BINTER CANARIAS,Doble pasillo,Airbus,97
2018,BINTER CANARIAS,Pasillo único,Boeing,90
2018,BINTER CANARIAS,Pasillo único,Otros,7045932
2018,EASYJET,Pasillo único,Airbus,16737679
2018,EASYJET,Pasillo único,Boeing,4973
2018,EASYJET,Pasillo único,Otros,3406
2018,GRUPO IBERIA,Doble pasillo,Airbus,5711692
2018,GRUPO IBERIA,Pasillo único,Airbus,23096691
2018,GRUPO IBERIA,Pasillo único,Boeing,37
2018,GRUPO IBERIA,Pasillo único,Otros,8415651
2018,LUFTHANSA GROUP,Doble pasillo,Airbus,68937
2018,LUFTHANSA GROUP,Doble pasillo,Boeing,9284
2018,LUFTHANSA GROUP,Pasillo único,Airbus,12424252
2018,LUFTHANSA GROUP,Pasillo único,Boeing,671713
2018,LUFTHANSA GROUP,Pasillo único,Otros,447586
2018,RYANAIR GROUP,Doble pasillo,Boeing,330
2018,RYANAIR GROUP,Pasillo único,Airbus,1348106
2018,RYANAIR GROUP,Pasillo único,Boeing,47728144
2018,RYANAIR GROUP,Pasillo único,Otros,1929
2018,TUI GROUP,Doble pasillo,Airbus,29959
2018,TUI GROUP,Doble pasillo,Boeing,696589
2018,TUI GROUP,Pasillo único,Airbus,231371
2018,TUI GROUP,Pasillo único,Boeing,9400293
2018,TUI GROUP,Pasillo único,Otros,354363
2018,"VUELING AIRLINES, S.A.",Doble pasillo,Airbus,412
2018,"VUELING AIRLINES, S.A.",Doble pasillo,Boeing,21923
2018,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,39176453
2018,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,178258
2018,"VUELING AIRLINES, S.A.",Pasillo único,Otros,7377
2019,AIR EUROPA,Doble pasillo,Airbus,2760129
2019,AIR EUROPA,Doble pasillo,Boeing,2259327
2019,AIR EUROPA,Pasillo único,Airbus,2422
2019,AIR EUROPA,Pasillo único,Boeing,7793696
2019,AIR EUROPA,Pasillo único,Otros,6220905
2019,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,1934
2019,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1681203
2019,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,6354292
2019,AIR FRANCE-KLM GROUP,Pasillo único,Otros,287515
2019,BINTER CANARIAS,Pasillo único,Otros,7700676
2019,EASYJET,Pasillo único,Airbus,17858935
2019,EASYJET,Pasillo único,Boeing,629
2019,EASYJET,Pasillo único,Otros,2637
2019,GRUPO IBERIA,Doble pasillo,Airbus,6546318
2019,GRUPO IBERIA,Pasillo único,Airbus,24402820
2019,GRUPO IBERIA,Pasillo único,Boeing,319
2019,GRUPO IBERIA,Pasillo único,Otros,8940691
2019,LUFTHANSA GROUP,Doble pasillo,Airbus,14548
2019,LUFTHANSA GROUP,Pasillo único,Airbus,12367389
2019,LUFTHANSA GROUP,Pasillo único,Boeing,1028092
2019,LUFTHANSA GROUP,Pasillo único,Otros,564083
2019,RYANAIR GROUP,Doble pasillo,Boeing,333
2019,RYANAIR GROUP,Pasillo único,Airbus,2143981
2019,RYANAIR GROUP,Pasillo único,Boeing,50726325
2019,RYANAIR GROUP,Pasillo único,Otros,2300
2019,TUI GROUP,Doble pasillo,Airbus,14609
2019,TUI GROUP,Doble pasillo,Boeing,696374
2019,TUI GROUP,Pasillo único,Airbus,767420
2019,TUI GROUP,Pasillo único,Boeing,8368380
2019,TUI GROUP,Pasillo único,Otros,314338
2019,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,42741098
2019,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,2567
2019,"VUELING AIRLINES, S.A.",Pasillo único,Otros,302
2020,AIR EUROPA,Doble pasillo,Airbus,413642
2020,AIR EUROPA,Doble pasillo,Boeing,1064474
2020,AIR EUROPA,Pasillo único,Boeing,3369254
2020,AIR EUROPA,Pasillo único,Otros,1618375
2020,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,781
2020,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,526471
2020,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,1886080
2020,AIR FRANCE-KLM GROUP,Pasillo único,Otros,181178
2020,BINTER CANARIAS,Pasillo único,Otros,4488078
2020,EASYJET,Pasillo único,Airbus,3635714
2020,EASYJET,Pasillo único,Boeing,257
2020,EASYJET,Pasillo único,Otros,451
2020,GRUPO IBERIA,Doble pasillo,Airbus,1809181
2020,GRUPO IBERIA,Pasillo único,Airbus,8279220
2020,GRUPO IBERIA,Pasillo único,Boeing,304
2020,GRUPO IBERIA,Pasillo único,Otros,3248862
2020,LUFTHANSA GROUP,Doble pasillo,Airbus,9872
2020,LUFTHANSA GROUP,Doble pasillo,Boeing,1294
2020,LUFTHANSA GROUP,Pasillo único,Airbus,2927062
2020,LUFTHANSA GROUP,Pasillo único,Boeing,130918
2020,LUFTHANSA GROUP,Pasillo único,Otros,128109
2020,RYANAIR GROUP,Pasillo único,Airbus,656999
2020,RYANAIR GROUP,Pasillo único,Boeing,13297742
2020,RYANAIR GROUP,Pasillo único,Otros,301
2020,TUI GROUP,Doble pasillo,Airbus,1155
2020,TUI GROUP,Doble pasillo,Boeing,170974
2020,TUI GROUP,Pasillo único,Airbus,53976
2020,TUI GROUP,Pasillo único,Boeing,1672942
2020,TUI GROUP,Pasillo único,Otros,127492
2020,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,12801797
2020,"VUELING AIRLINES, S.A.",Pasillo único,Otros,217
2021,AIR EUROPA,Doble pasillo,Boeing,2051837
2021,AIR EUROPA,Pasillo único,Airbus,374
2021,AIR EUROPA,Pasillo único,Boeing,4211498
2021,AIR EUROPA,Pasillo único,Otros,1362269
2021,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,299
2021,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,1519
2021,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,857126
2021,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,3430245
2021,AIR FRANCE-KLM GROUP,Pasillo único,Otros,440128
2021,BINTER CANARIAS,Doble pasillo,Boeing,106
2021,BINTER CANARIAS,Pasillo único,Otros,6185065
2021,EASYJET,Pasillo único,Airbus,4906446
2021,GRUPO IBERIA,Doble pasillo,Airbus,2864708
2021,GRUPO IBERIA,Pasillo único,Airbus,12786462
2021,GRUPO IBERIA,Pasillo único,Otros,5003595
2021,LUFTHANSA GROUP,Doble pasillo,Airbus,38855
2021,LUFTHANSA GROUP,Doble pasillo,Boeing,18115
2021,LUFTHANSA GROUP,Pasillo único,Airbus,6740131
2021,LUFTHANSA GROUP,Pasillo único,Boeing,118452
2021,LUFTHANSA GROUP,Pasillo único,Otros,104508
2021,RYANAIR GROUP,Pasillo único,Airbus,991734
2021,RYANAIR GROUP,Pasillo único,Boeing,22381361
2021,RYANAIR GROUP,Pasillo único,Otros,98
2021,TUI GROUP,Doble pasillo,Airbus,3043
2021,TUI GROUP,Doble pasillo,Boeing,269175
2021,TUI GROUP,Pasillo único,Airbus,40734
2021,TUI GROUP,Pasillo único,Boeing,3190909
2021,TUI GROUP,Pasillo único,Otros,170512
2021,"VUELING AIRLINES, S.A.",Doble pasillo,Airbus,1304
2021,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,22274288
2021,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,233
2021,"VUELING AIRLINES, S.A.",Pasillo único,Otros,274
2022,AIR EUROPA,Doble pasillo,Airbus,32134
2022,AIR EUROPA,Doble pasillo,Boeing,4501041
2022,AIR EUROPA,Pasillo único,Airbus,169832
2022,AIR EUROPA,Pasillo único,Boeing,8028501
2022,AIR EUROPA,Pasillo único,Otros,1635037
2022,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,1162
2022,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,960
2022,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1532886
2022,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,6239412
2022,AIR FRANCE-KLM GROUP,Pasillo único,Otros,587397
2022,BINTER CANARIAS,Pasillo único,Airbus,246
2022,BINTER CANARIAS,Pasillo único,Otros,8647161
2022,EASYJET,Pasillo único,Airbus,13577431
2022,GRUPO IBERIA,Doble pasillo,Airbus,5673413
2022,GRUPO IBERIA,Pasillo único,Airbus,22565791
2022,GRUPO IBERIA,Pasillo único,Boeing,1655
2022,GRUPO IBERIA,Pasillo único,Otros,7490276
2022,LUFTHANSA GROUP,Doble pasillo,Airbus,9123
2022,LUFTHANSA GROUP,Doble pasillo,Boeing,6942
2022,LUFTHANSA GROUP,Pasillo único,Airbus,13176182
2022,LUFTHANSA GROUP,Pasillo único,Boeing,133748
2022,LUFTHANSA GROUP,Pasillo único,Otros,116499
2022,RYANAIR GROUP,Pasillo único,Airbus,2920938
2022,RYANAIR GROUP,Pasillo único,Boeing,49243026
2022,RYANAIR GROUP,Pasillo único,Otros,400
2022,TUI GROUP,Doble pasillo,Airbus,71155
2022,TUI GROUP,Doble pasillo,Boeing,563817
2022,TUI GROUP,Pasillo único,Airbus,452919
2022,TUI GROUP,Pasillo único,Boeing,6714246
2022,TUI GROUP,Pasillo único,Otros,310935
2022,"VUELING AIRLINES, S.A.",Doble pasillo,Airbus,2153
2022,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,40345326
2022,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,415
2023,AIR EUROPA,Doble pasillo,Airbus,39532
2023,AIR EUROPA,Doble pasillo,Boeing,5075827
2023,AIR EUROPA,Pasillo único,Airbus,112548
2023,AIR EUROPA,Pasillo único,Boeing,11455654
2023,AIR EUROPA,Pasillo único,Otros,209564
2023,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,0
2023,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,531
2023,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,1842354
2023,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,6936224
2023,AIR FRANCE-KLM GROUP,Pasillo único,Otros,725272
2023,BINTER CANARIAS,Doble pasillo,Boeing,54
2023,BINTER CANARIAS,Pasillo único,Airbus,114
2023,BINTER CANARIAS,Pasillo único,Boeing,224
2023,BINTER CANARIAS,Pasillo único,Otros,9625307
2023,EASYJET,Pasillo único,Airbus,15418807
2023,EASYJET,Pasillo único,Otros,326
2023,GRUPO IBERIA,Doble pasillo,Airbus,6733387
2023,GRUPO IBERIA,Pasillo único,Airbus,26946182
2023,GRUPO IBERIA,Pasillo único,Otros,8148701
2023,LUFTHANSA GROUP,Doble pasillo,Airbus,60693
2023,LUFTHANSA GROUP,Doble pasillo,Boeing,8449
2023,LUFTHANSA GROUP,Pasillo único,Airbus,14518510
2023,LUFTHANSA GROUP,Pasillo único,Boeing,240915
2023,LUFTHANSA GROUP,Pasillo único,Otros,100734
2023,RYANAIR GROUP,Doble pasillo,Boeing,359
2023,RYANAIR GROUP,Pasillo único,Airbus,2784726
2023,RYANAIR GROUP,Pasillo único,Boeing,58073500
2023,RYANAIR GROUP,Pasillo único,Otros,476
2023,TUI GROUP,Doble pasillo,Airbus,10438
2023,TUI GROUP,Doble pasillo,Boeing,560279
2023,TUI GROUP,Pasillo único,Airbus,543683
2023,TUI GROUP,Pasillo único,Boeing,6644527
2023,TUI GROUP,Pasillo único,Otros,242439
2023,"VUELING AIRLINES, S.A.",Doble pasillo,Airbus,2144
2023,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,46356993
2023,"VUELING AIRLINES, S.A.",Pasillo único,Otros,609
2024,AIR EUROPA,Doble pasillo,Airbus,153610
2024,AIR EUROPA,Doble pasillo,Boeing,4879302
2024,AIR EUROPA,Pasillo único,Airbus,33308
2024,AIR EUROPA,Pasillo único,Boeing,12520787
2024,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,3158
2024,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,235
2024,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,2427055
2024,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,7116951
2024,AIR FRANCE-KLM GROUP,Pasillo único,Otros,821317
2024,BINTER CANARIAS,Pasillo único,Airbus,113433
2024,BINTER CANARIAS,Pasillo único,Boeing,79877
2024,BINTER CANARIAS,Pasillo único,Otros,10756920
2024,EASYJET,Pasillo único,Airbus,17057191
2024,EASYJET,Pasillo único,Boeing,358
2024,GRUPO IBERIA,Doble pasillo,Airbus,7652730
2024,GRUPO IBERIA,Doble pasillo,Boeing,551
2024,GRUPO IBERIA,Pasillo único,Airbus,28182422
2024,GRUPO IBERIA,Pasillo único,Otros,9320701
2024,LUFTHANSA GROUP,Doble pasillo,Airbus,23274
2024,LUFTHANSA GROUP,Doble pasillo,Boeing,1053
2024,LUFTHANSA GROUP,Pasillo único,Airbus,15806513
2024,LUFTHANSA GROUP,Pasillo único,Boeing,294220
2024,LUFTHANSA GROUP,Pasillo único,Otros,104470
2024,RYANAIR GROUP,Doble pasillo,Airbus,355
2024,RYANAIR GROUP,Pasillo único,Airbus,2476618
2024,RYANAIR GROUP,Pasillo único,Boeing,63651205
2024,RYANAIR GROUP,Pasillo único,Otros,103
2024,TUI GROUP,Doble pasillo,Airbus,6244
2024,TUI GROUP,Doble pasillo,Boeing,502918
2024,TUI GROUP,Pasillo único,Airbus,620505
2024,TUI GROUP,Pasillo único,Boeing,7119243
2024,TUI GROUP,Pasillo único,Otros,174757
2024,"VUELING AIRLINES, S.A.",Doble pasillo,Boeing,345
2024,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,48296778
2024,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,26721
2025,AIR EUROPA,Doble pasillo,Airbus,32044
2025,AIR EUROPA,Doble pasillo,Boeing,5140542
2025,AIR EUROPA,Pasillo único,Airbus,129181
2025,AIR EUROPA,Pasillo único,Boeing,12624203
2025,AIR FRANCE-KLM GROUP,Doble pasillo,Airbus,191
2025,AIR FRANCE-KLM GROUP,Doble pasillo,Boeing,2351
2025,AIR FRANCE-KLM GROUP,Pasillo único,Airbus,4176648
2025,AIR FRANCE-KLM GROUP,Pasillo único,Boeing,6172025
2025,AIR FRANCE-KLM GROUP,Pasillo único,Otros,878599
2025,BINTER CANARIAS,Doble pasillo,Airbus,110
2025,BINTER CANARIAS,Pasillo único,Airbus,179
2025,BINTER CANARIAS,Pasillo único,Otros,12083894
2025,EASYJET,Pasillo único,Airbus,18308588
2025,EASYJET,Pasillo único,Otros,625
2025,GRUPO IBERIA,Doble pasillo,Airbus,7503612
2025,GRUPO IBERIA,Doble pasillo,Boeing,23316
2025,GRUPO IBERIA,Pasillo único,Airbus,26536743
2025,GRUPO IBERIA,Pasillo único,Boeing,315
2025,GRUPO IBERIA,Pasillo único,Otros,10028285
2025,LUFTHANSA GROUP,Doble pasillo,Airbus,45211
2025,LUFTHANSA GROUP,Doble pasillo,Boeing,0
2025,LUFTHANSA GROUP,Pasillo único,Airbus,16288688
2025,LUFTHANSA GROUP,Pasillo único,Boeing,387475
2025,LUFTHANSA GROUP,Pasillo único,Otros,113896
2025,RYANAIR GROUP,Doble pasillo,Airbus,367
2025,RYANAIR GROUP,Pasillo único,Airbus,2470815
2025,RYANAIR GROUP,Pasillo único,Boeing,66347115
2025,RYANAIR GROUP,Pasillo único,Otros,58
2025,TUI GROUP,Doble pasillo,Airbus,1619
2025,TUI GROUP,Doble pasillo,Boeing,541782
2025,TUI GROUP,Pasillo único,Airbus,205362
2025,TUI GROUP,Pasillo único,Boeing,7210395
2025,TUI GROUP,Pasillo único,Otros,189879
2025,"VUELING AIRLINES, S.A.",Pasillo único,Airbus,49564445
2025,"VUELING AIRLINES, S.A.",Pasillo único,Boeing,25386
